position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,extensions,badge,thumbnail,tag,delivery,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,store_rating,store_reviews
45,Old Navy Men's Oversized Crew-Neck Sweatshirt - - Size Xxxxl,https://oldnavy.gap.com/browse/product.do?pid=407525002&vid=1&tid=onns000009,https://www.google.com/shopping/product/10979931418713848795?gl=us,10979931418713848795,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10979931418713848795,Old Navy,,34.99,4.8,75.0,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR_wrUyjSfaVB3NVAybUPD7nF1ANSZS2-Z6svQpwHgcDbil-DpJvgX2LsiWY_YmvtO9Y01m37r8zP-638GHSYTM-W3jJSkv6e1mexZ0HuTp&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.8,75.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
46,Old Navy Women Long-sleeve Oversized Two-tone Sherpa Sweatshirt 3xl,https://www.ebay.com/itm/185835098948?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOornwnhAwZDXpDpJ_3Zdjv2Rd1WdLOBDtg0Jazh76z3z3CAjuQFkyEU&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:8484611997194974833,8484611997194974833,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8484611997194974833,eBay - 1offboutique,,32.95,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSBNZWsZC7OzL4r4CCk7ylu_qaz9BYuoVhUlfruPtAv05g_y0Bf2Lwo79Aw_T_Ee8ojFFZ-U-bz7IsUWH3oIsAGh6Yg5ReNFSDqCTh54mY&usqp=CAE,,"Delivery by Thu, Oct 5",,,,old_q,old navy sweatshirts,4.760869565217392,845.5652173913044,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
47,Old Navy Men's Light Heather Dynamic Fleece Hoodie - Sample,https://www.merchology.com/products/33721-old-navy-light-grey-fleece?variant=40021581004890&gshopping=true&srsltid=AfmBOorCVEyMUgw_Tb0w6YrT50rg1odY1QaZdcq67K2PeSNCILP-61IO_qo,https://www.google.com/shopping/product/10572329434321540383?gl=us,10572329434321540383,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10572329434321540383,Merchology,,41.99,4.7,79.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQnnAvk6H5vUXwAOjG1E1OXczGY6T2h-9sbGIWQpPO4ZZG9vKIcq8TUM_skJjPbhLyDSmYYrwizJf_qQvFwIqvAnED_LrYARuP8FVCt7EPY&usqp=CAE,,"Delivery by Wed, Oct 11",,,,old_q,old navy sweatshirts,4.7,79.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,4.5,121.0
48,Old Navy Tops | Nwt: Old Navy Oversized Printed Cali-Fleece Elbow-Sleeve ...,https://poshmark.com/listing/NWT-old-navy-Oversized-Printed-CaliFleece-ElbowSleeve-Sweatshirt-35-XL-61b8552428414225aed64c78?srsltid=AfmBOoqqXJEwrprbbr090r5mLeLztPAe3lT2yFkH2G_A2urczuWjZDwQLZc#utm_source=gdm_unpaid,https://www.google.com/shopping/product/2911483738431246676?gl=us,2911483738431246676,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2911483738431246676,Poshmark,,24.0,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSE8LLWFbcvF_WnFinyn8HZoXSECpfVlGxbLv22R7xHv2l-0NrS5Hl7ohHHur7uG3ra_yntLLArzQQyFUudJwdQog1xFxBWiFhlZV9l_rq_&usqp=CAE,,"Delivery by Fri, Oct 6",,,,old_q,old navy sweatshirts,4.760869565217392,845.5652173913044,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
49,Old Navy Women's Oversized Licensed Rock Star Cropped Sweatshirt - - Size Xs,https://oldnavy.gap.com/browse/product.do?pid=406797022&vid=1&tid=onns000009,https://www.google.com/shopping/product/8942925626218741461?gl=us,8942925626218741461,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8942925626218741461,Old Navy,,9.96,4.6,83.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ1Fz24cx-_Aa0_rT8PGAGt9_rcRI8vdbjtTqa9njG5jwAz9HULS_xL3JJ_nw7F9UXe6SgYEUmW72N17eHHPamw0ZolcezypdBW7iRQCl0&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,39.99,,old_q,old navy sweatshirts,4.6,83.0,-30.03,0,1,1,0,0,1,0,0,0,0,,,,,
50,Old Navy Women's Oversized Fleece Logo Graphic Hoodie - - Size Xs,https://oldnavy.gap.com/browse/product.do?pid=546732072&vid=1&tid=onns000009,https://www.google.com/shopping/product/3964091054406937415?gl=us,3964091054406937415,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3964091054406937415,Old Navy,,44.99,4.5,195.0,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTiWqcB6xyt0p4mJNNYi6YvBVBuFTY6UJ6Es-ckC2Sn5_CWw4gHsimvk6ilOGUqqL2j3gdb5INGcUJXU5WGAuOUa10C3Xyy0jtxqhlT2vpi&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.5,195.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
51,Old Navy gender-neutral Crew-Neck Sweatshirt - Gray - Size XL,https://oldnavy.gap.com/browse/product.do?pid=401781012&vid=1&tid=onns000009,https://www.google.com/shopping/product/8986349154497865731?gl=us,8986349154497865731,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8986349154497865731,Old Navy,,22.97,4.9,87.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRBR_NxhPHll_YMwX2E6ek_twImQ-_U5GyxqTYp0V1wlYKeFpkPdc3q0VkCRNmqHjqexGn5_hx42hJnOeh61b5S_IAJAIQMS1DqDhrdec2QDBThWYlADN1dNw&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,24.99,,old_q,old navy sweatshirts,4.9,87.0,-2.0199999999999996,0,1,1,0,0,1,0,0,0,0,,,,,
52,Old Navy Men's Sweatshirt - Yellow - L,https://www.depop.com/products/corner_threads-old-navy-long-sleeved-shirt/?srsltid=AfmBOor9onvmXTq0OKxk8TBHqXF9yIyEvtEt_AZ-lupvkAIDmvlKoQBUc1Q,https://www.google.com/shopping/product/15785876859373780993?gl=us,15785876859373780993,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15785876859373780993,Depop,,10.0,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQtwYNDvnnVy10BAgQCICXV_fvMQMow8Dq5MORiNnIhY_QgEyw09mb9tDhwCPxVmFiEHByj15Q2c8mC0SnS2WI1kxL7pRoycGTpVKSRmSXB&usqp=CAE,,$10.00 delivery,,,used,old_q,old navy sweatshirts,4.760869565217392,845.5652173913044,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
53,Old Navy gender-neutral Licensed Pop-Culture Pullover Hoodie - Blue - Size S,https://oldnavy.gap.com/browse/product.do?pid=613462252&vid=1&tid=onns000009,https://www.google.com/shopping/product/47588494945589772?gl=us,47588494945589772,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=47588494945589772,Old Navy,,16.97,4.8,1771.0,['SALE'],Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSuVucfj-ee_HBJ4LwfWC43Ne7U3q7w7FVziSCkwF2PxFFwpNxKd6XK_aOcVFXMwUHk1YpjKSv88ZRaCa0HaEN-9nLCCgr64fS2u8MkHXllseZGCQCpTS7s&usqp=CAE,SALE,"Delivery by Mon, Oct 9",,34.99,,old_q,old navy sweatshirts,4.8,1771.0,-18.020000000000003,0,1,1,0,0,1,0,0,0,0,,,,,
54,Old Navy gender-neutral Pullover Hoodie - Beige - Size L,https://oldnavy.gap.com/browse/product.do?pid=717548012&vid=1&tid=onns000009,https://www.google.com/shopping/product/5658956048598402178?gl=us,5658956048598402178,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5658956048598402178,Old Navy,,24.99,4.9,159.0,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR87LV5iqlYbVVImdLMEx43gDEB2sEFV-uWy1YoMOiKn6Eg6kdZ28REOD7NXz1tA27i5JgsB-5cqQdcjmlQpuk-VglDJB2DrTJhm9oigQFeDV0LxbQKgv7g3g&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.9,159.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
55,Old Navy gender-neutral Zip-Front Hoodie - Black - Size S,https://oldnavy.gap.com/browse/product.do?pid=692498002&vid=1&tid=onns000009,https://www.google.com/shopping/product/83347496669168847?gl=us,83347496669168847,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=83347496669168847,Old Navy,,24.99,4.8,1258.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTRr5kZ5xgDoDaWMxlIhpGnzB9upPuhH2xDxJdgcwZ2KbhL6hkQbnsAvUsuf-A-T2YbwtoPrsGJu9l2o4f0COmL07uPT8-IaEl4d2HxY6LS5QNGdqfvd_bKuA&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.8,1258.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
56,Old Navy Women's Vintage Garment-Dyed Crew-Neck Sweatshirt - - Size XXL,https://oldnavy.gap.com/browse/product.do?pid=493693002&vid=1&tid=onns000009,https://www.google.com/shopping/product/9694082862905315322?gl=us,9694082862905315322,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9694082862905315322,Old Navy,,22.97,4.7,231.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQwtAkJMYqeoEp8K6--Y96ealg5yzqNQ4F0vCh9hDxYK8emM9If2Qadm6KKy7wxL1nKZlNYkHcVhu0TBG0I8QCzozJTRVe_dK-HOHTHNiU&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,34.99,,old_q,old navy sweatshirts,4.7,231.0,-12.020000000000003,0,1,1,0,0,1,0,0,0,0,,,,,
57,Old Navy Tops | NewLoose Mock-Neck Sweatshirt - Old Navy - Nwt | Color: Blue/Gold ...,https://poshmark.com/listing/NEWLoose-MockNeck-Sweatshirt--OLD-NAVY--NWT--5fbb0fc8074d241fb08a2a3f?srsltid=AfmBOop9dv-8jaB0AcJ8eO-QWawSWKxWOuQwJ5pesUJLhdIN--YlsZtE_mk#utm_source=gdm_unpaid,https://www.google.com/shopping/product/11326416401630810021?gl=us,11326416401630810021,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11326416401630810021,Poshmark,,28.0,,,['SALE'],,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSYADbTfombysRrpbfyRbbHB4yAAZfQl8NGtKWEHEMYCzjTIDmoS17a1SNLFX7Lx_skzbrK8CTIl5nM_on2YdBaZUGYzQ65C-N3TxuEXrbL&usqp=CAE,SALE,"Delivery by Fri, Oct 6",,30.0,,old_q,old navy sweatshirts,4.760869565217392,845.5652173913044,-2.0,0,1,0,0,0,0,0,0,0,0,,,,,
58,Old Navy Women's Oversized Fleece Hoodie - - Tall Size M,https://oldnavy.gap.com/browse/product.do?pid=801840012&vid=2&tid=onns000009,https://www.google.com/shopping/product/17404338328517320073?gl=us,17404338328517320073,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17404338328517320073,Old Navy,,39.99,,,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSQVL9eMbsF7LGtt6M0P1Bq6OBF2v7b7qPRGD_krDrpfNmmd6oUsKbw3klXR6JIUoto3_AXEZ5nO3Nkv05kTsEkBOzD_oegB5ifSKE4BCI&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.760869565217392,845.5652173913044,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
59,Old Navy Women's Dynamic Fleece Oversized 1/2-Zip Sweatshirt - - Size XXL,https://oldnavy.gap.com/browse/product.do?pid=724600022&vid=1&tid=onns000009,https://www.google.com/shopping/product/8794413330842874562?gl=us,8794413330842874562,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8794413330842874562,Old Navy,,29.97,4.9,106.0,"['$10.03 below typical', 'LOW PRICE']",Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRoL70g-JeEAUnBeFeoPAFR9jF7-6vt2-kOVa9_qVp7J89mdE9slFOuRowSklzsOf08Vo7qIqwMmvuz0fiWVW6BFkwqEMoT0jnYHkU2A9I&usqp=CAE,LOW PRICE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.9,106.0,0.0,1,0,1,0,0,1,0,0,0,0,,,,,
60,Old Navy Women's Oversized Full-Zip Hoodie - - Size S,https://oldnavy.gap.com/browse/product.do?pid=722842032&vid=1&tid=onns000009,https://www.google.com/shopping/product/17460770325456326383?gl=us,17460770325456326383,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17460770325456326383,Old Navy,,39.99,4.6,339.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR5_OgthxCtfvr8IacdWrQAiu7hWytVtjaNokKKJfDJ1twQB-gNgpmkJxicEGvBdcRK6Kk2yXH-8Z2SjPK5pfjn1FJ4tecTGZ8X9BTdZLz1&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy sweatshirts,4.6,339.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
1,Old Navy gender-neutral Pullover Hoodie - - Size L,https://oldnavy.gap.com/browse/product.do?pid=408835002&vid=1&tid=onns000009,https://www.google.com/shopping/product/9510417442574173004?gl=us,9510417442574173004,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9510417442574173004,Old Navy,,24.99,4.9,10.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSW66MH-Ly6bzj2mle7ITSow2gmymznR5H7tuowkJnVy6WufyntgD35154FzVQZxzILnphZ4BgIbFAtJCxj0PSHAW38A_4onHiPsFj_7TfOvvuRbQ5SHxucdA&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy hoodies,4.9,10.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
2,Old Navy gender-neutral Zip-Front Hoodie - Black - Size S,https://oldnavy.gap.com/browse/product.do?pid=692498002&vid=1&tid=onns000009,https://www.google.com/shopping/product/83347496669168847?gl=us,83347496669168847,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=83347496669168847,Old Navy,,24.99,4.8,1258.0,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTRr5kZ5xgDoDaWMxlIhpGnzB9upPuhH2xDxJdgcwZ2KbhL6hkQbnsAvUsuf-A-T2YbwtoPrsGJu9l2o4f0COmL07uPT8-IaEl4d2HxY6LS5QNGdqfvd_bKuA&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy hoodies,4.8,1258.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
3,Old Navy gender-neutral Pullover Hoodie - - Size M,https://oldnavy.gap.com/browse/product.do?pid=407437012&vid=1&tid=onns000009,https://www.google.com/shopping/product/18052413994862041318?gl=us,18052413994862041318,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=18052413994862041318,Old Navy,,24.99,4.8,944.0,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTRGvAL1RInIGEXIQom4Jzyb35d-Am69LUOasLv1SgjlFYn-TFNb_p91F1DwaLGkL74uXWWE8rJLJO2yTJAnrOoEIAfJl5sCP9xCu1WyhQHeCyl2HqNy-ir9A&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,old_q,old navy hoodies,4.8,944.0,0.0,0,0,1,0,0,1,0,0,0,0,,,,,
4,Vintage Old Navy Fleece Hooded Sweatshirt Gray Embroidered Adult,https://www.ebay.com/itm/295852716331?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOorTTXQsL_ze_6Qrb1JsXJNeU2LdHQ349sReemdPjdPm1cKGneNAXqI&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:108601259149635329,108601259149635329,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=108601259149635329,eBay - dreams_in_motion_chicago,,19.99,,,"['Apply DREAMTOSAVINGS', '20% OFF']",,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTvKFqFQZMERYawdVDG_wQTd-yf-ZtzAogFH80nG0CVKzGFa5Dt_u5psCkKXwGyCwxiCkf87LjudKmr7Q3s6SrHXudCN5dxDM393FO4fHEE&usqp=CAE,20% OFF,"Delivery by Thu, Oct 5 · Free 60-day returns",,,used,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
5,Old Navy Graphic Hoodie - New Men | Color: Blue | Size: S,https://www.mercari.com/us/item/m99458800819/,https://www.google.com/shopping/product/1?gl=us&prds=pid:6433729807439502120,6433729807439502120,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6433729807439502120,Mercari,,18.0,,,['SALE'],,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQxtibFvVgxNFHnNOX18URxokhjwa2paStiuECvRAwjO42YzauC70jD7d69VkAC0I6ZCarR3r1z1dVxe1tmdZ8n9x9SUJ6yzgS6LChGa-U&usqp=CAE,SALE,$4.30 delivery,,21.0,,old_q,old navy hoodies,4.762962962962963,535.074074074074,-3.0,0,1,0,0,0,0,0,0,0,0,,,,,
6,Old Navy Hoodie Size Medium Mem - New Men | Color: Green | Size: M,https://www.mercari.com/us/item/m95863903693/,https://www.google.com/shopping/product/1?gl=us&prds=pid:9417653999684595252,9417653999684595252,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9417653999684595252,Mercari,,25.0,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSsPZdPlP8tgKdjqqlseIMuy8nGlIdl28XmQbCVlBIz1l_o9oG-JF5hOOnrv9GCo5TeN1gEkWJcq0WL4oLhuCMzfBeHT6Sxu0XWGITBkalu&usqp=CAE,,$7.40 delivery,,,,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
7,Old Navy gender-neutral Licensed Pop-Culture Pullover Hoodie - - Size XL,https://oldnavy.gap.com/browse/product.do?pid=613462712&vid=1&tid=onns000009,https://www.google.com/shopping/product/7307496445017223853?gl=us,7307496445017223853,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7307496445017223853,Old Navy,,30.97,4.8,1771.0,['SALE'],Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQqPcWli7mrmedUokgwpnbhaYd4vu4ejKk4TFKFrX85ViT_8esUBXSA1IRBsCFJviyA-pyMorqKL1ZGVdRF6Ww1Ish6vhCWcK7X3dlUXOCbNo6GJJxyukTH&usqp=CAE,SALE,"Delivery by Mon, Oct 9 · Free 30-day returns",,34.99,,old_q,old navy hoodies,4.8,1771.0,-4.020000000000003,0,1,1,0,0,1,0,0,0,0,,,,,
8,Old Navy Adult Men's Unisex Size Extra Large Xl Green Hoodie W Pocket,https://www.ebay.com/itm/314648070432?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOooHoqrZgghiSChQnjTLG9tIZM1vFCJhheW-kMuh1v9UegcKyXIpqh8&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:10971090662836329070,10971090662836329070,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10971090662836329070,eBay - bluenovamerchant,,9.33,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQS7VkLnsczp5eNJSWLVhx0pbvINFvQfXMirLmOoSJbRQcgnSsFb8khh8m04DM337hP04WvEDxEKFcZr1F_dRe3skzRMFEwjhO21PiwAKBuSdj8T8mzM9cU6w&usqp=CAE,,"Delivery by Mon, Oct 9 · Free 30-day returns",,,used,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
9,Old Navy Men's Hoodie - Navy - L,https://www.depop.com/products/juliqnm-blank-old-navy-hoodie/?srsltid=AfmBOooY9apB0U6DwdGTkACP9CC2ZHEg32F5uSXi0pHnSzLO5B6mAAJPyw8,https://www.google.com/shopping/product/1268994007581877137?gl=us,1268994007581877137,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1268994007581877137,Depop,,13.0,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRE9oU9mf0_L-tWsVgnHtUrSazUVbqfKWgjGyeq4dJMw7MTpd_U5eCcjtI-BiJwJpOjB5B7EtPlZ1ZmEZnsEIraW-Nu1StMdJYESm2zEpk&usqp=CAE,,$7.99 delivery,,,,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
10,Old Navy Hoodie Hooded Sweatshirt Men's XL Navy Blue Established ON94 Patch - Men ...,https://www.mercari.com/us/item/m70083380124/,https://www.google.com/shopping/product/1?gl=us&prds=pid:11988672458843918750,11988672458843918750,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11988672458843918750,Mercari,,15.0,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQWbFVjpNvAaaC5I6dv42rv0EZNd21_WVwDsNBcB5iuOxoYvcO9f1u2lPxQF8lUmF-Cj-wXuLwHolj723AJbCcQvn-0go7DaQ3R6ea2DEnaIaEEJr0c2y1jgw&usqp=CAE,,$13.17 delivery,,,used,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
11,Old Navy Shirts | Old Navy Hooded Sweatshirt | Color: Cream | Size: L | Pcampagna ...,https://poshmark.com/listing/Old-Navy-Hooded-Sweatshirt-630267f7f8c5da7041d6e7a4?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/4047338368703005057?gl=us,4047338368703005057,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4047338368703005057,Poshmark,,10.0,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQZfr_qtNXMeRbL8ugJaQTOib-WqEqqBCEl5-GW4Bo6I_P2vvHysenIBGYCxSZkbVYC__rCGqhclxqko95iZJ-NBFWdY1Ndrk_El8riRc4R&usqp=CAE,,"Delivery by Mon, Oct 9",,,used,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
12,Nwt Old Navy Women's Logo French Terry Zip Hoodie Lightweight Jacket Sweatshirt ...,https://www.bonanza.com/listings/NWT-Old-Navy-Women-s-Logo-French-Terry-Zip-Hoodie-Lightweight-Jacket-sweatshirt/692276630?goog_pla=1&variation_id=1547061413,https://www.google.com/shopping/product/14773291505030769326?gl=us,14773291505030769326,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14773291505030769326,Bonanza - JNLTrading's booth,,34.99,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQBQef2FmavkQ-ipOAqIRoE3BARkkjT8u5AbQjt0dYuamr-MCMiBAQUj0ZpEOvFbhFN3PGkAmG_Q8yXTaHr7yd39t1G8sx6-VUBMocrs1i8FOOUhgU_D6XRFA&usqp=CAE,,Free delivery,,,,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,0,0,,,,,
13,Old Navy Hoodie Hooded Sweatshirt Men's Xl Navy Blue Established On94,https://www.ebay.com/itm/295900134802?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOopw0vGzgAe4W5mWFB8OJQYYR8XQtOqx1y-nBAiu8XjVMCHBEtshHBk,https://www.google.com/shopping/product/1?gl=us&prds=pid:8326404282497178262,8326404282497178262,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8326404282497178262,eBay,,16.99,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTosjYvwXBzJ5IYJRBXhLEmvUvyyqmjsv0sUfq35WXUVvacsCadI9R25SYYT7q5b-o4ix02sQQjAvNGNhXtm5DpbiEIcFIPOy1pTv29WLvx-e9P7QzKLcj7uw&usqp=CAE,,"Delivery by Fri, Oct 13",,,used,old_q,old navy hoodies,4.762962962962963,535.074074074074,0.0,0,0,0,0,0,0,0,0,1,0,,,,,
